"date","q99"
"2021-07-11",1.05465799479085
"2021-08-08",1.06371857263228
"2021-09-05",1.06886036154071
"2021-12-12",1.07384662675083
"2022-01-23",1.06536138876245
"2022-02-20",1.06540250866234
